id,title,ingredients,directions,link,source,NER,occasion,flavour_profile
6276,Tenderloin Biscuits,"[""1 pkg. tenderloin"", ""salt and pepper to taste"", ""biscuits"", ""1 c. all-purpose flour"", ""1 Tbsp. butter""]","[""Take tenderloin and slice into 1/4 to 1/2-inch pieces. Preheat pan with olive oil and butter."", ""Dip tenderloin slices into flour."", ""Place in pan."", ""Salt and pepper to taste."", ""Cook until brown on both sides."", ""Slice open cooked biscuits."", ""Place a slice of tenderloin on each biscuit.""]",www.cookbooks.com/Recipe-Details.aspx?id=327612,Gathered,"[""tenderloin"", ""salt"", ""flour"", ""butter""]",Everyday,Other
6277,Apple Butter Scones,"[""2 1/2 cups flour, all-purpose"", ""1/4 cup sugar"", ""2 teaspoons baking powder"", ""1 teaspoon baking soda"", ""1/4 cup butter or margarine"", ""1/2 cup raisins, seedless optional"", ""1 cup apple butter"", ""1 large eggs slightly beaten"", ""1 x nonstick cooking spray"", ""1 x apple butter for accompaniment""]","[""Preheat oven to 425 degrees F."", ""In a large bowl combine flour, sugar, baking powder and baking soda."", ""Cut in butter or margarine with pastry cutter or fork until mixture resembles coarse crumbs."", ""Add raisins."", ""In a separate bowl combine apple butter and egg."", ""Add flour mixture, stirring j ust until dry ingredients are moistened."", ""Spray 2 1/2 inch muffin tins with vegetable cooking spray."", ""Fill almost full wi th batter."", ""Bake at 425 degrees F for 14 to 16 minutes or until lightly browned."", ""Cool slightly."", ""Serve warm with additional apple butter.""]",recipeland.com/recipe/v/apple-butter-scones-4722,Recipes1M,"[""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""butter"", ""raisins"", ""apple butter"", ""eggs"", ""nonstick cooking spray"", ""apple butter""]",Everyday,Other
6278,No-Bake Chocolate Oatmeal Cookies,"[""2 c. sugar"", ""1 stick oleo"", ""1/2 c. milk"", ""4 Tbsp. cocoa"", ""1/2 c. peanut butter"", ""3 c. quick cooking oatmeal (raw)"", ""1 tsp. vanilla""]","[""Mix the first 4 ingredients well. Bring to a boil while stirring constantly. Remove from heat. Add the peanut butter, oatmeal and vanilla. Mix well and drop by spoonfuls on wax paper.""]",www.cookbooks.com/Recipe-Details.aspx?id=14087,Gathered,"[""sugar"", ""oleo"", ""milk"", ""cocoa"", ""peanut butter"", ""cooking oatmeal"", ""vanilla""]",Everyday,Chocolate
6283,Shortcut Coffee Cake,"[""2 cans (10 count) buttermilk biscuits"", ""1/2 c. chopped nuts"", ""1/2 c. melted butter"", ""1/2 tsp. cinnamon"", ""1 c. brown sugar"", ""1 Tbsp. butter, softened"", ""4 Tbsp. maple flavored syrup""]","[""Preheat oven to 350\u00b0."", ""Grease 12-cup Bundt pan with 1 tablespoon butter."", ""Place syrup and nuts in bottom of pan."", ""In small bowl, combine brown sugar and cinnamon."", ""Mix well. Separate biscuits."", ""Dip biscuits in melted butter, then dip in sugar mixture."", ""Stand biscuits on edge in pan, spacing evenly. Sprinkle with remaining sugar and drizzle with remaining butter. Bake for 30 to 40 minutes or until browned."", ""Cool upright in pan 5 minutes."", ""Then invert onto serving plate.""]",www.cookbooks.com/Recipe-Details.aspx?id=782668,Gathered,"[""buttermilk"", ""nuts"", ""butter"", ""cinnamon"", ""brown sugar"", ""butter"", ""maple""]",Everyday,Caramel
6285,Lemon Icebox Pie,"[""1 can Eagle Brand milk"", ""1/2 pt. whipping cream, whipped"", ""1 baked and cooled pie crust"", ""juice of 3 lemons"", ""1 tsp. sugar"", ""1 tsp. vanilla"", ""1 tsp. almond extract""]","[""Whip together lemon juice and Eagle Brand milk."", ""Whip cream and sugar."", ""Add flavorings."", ""Mix well with milk mixture."", ""Pour into baked pie crust."", ""Refrigerate."", ""Very, very good.""]",www.cookbooks.com/Recipe-Details.aspx?id=292807,Gathered,"[""milk"", ""whipping cream"", ""cooled pie crust"", ""lemons"", ""sugar"", ""vanilla"", ""almond extract""]",Everyday,Vanilla/Cream
6290,Macaroni And Cheese,"[""1 box macaroni"", ""1 lb. cheese"", ""1 can tomatoes""]","[""Cook macaroni until done."", ""Put in bowl and add tomatoes."", ""Spoon it in a casserole in layers; first macaroni and then cheese."", ""(Take cheese and fold it in quarters and lay on top of macaroni.)"", ""When finished, put in oven and bake until cheese is melted and top is a little brown."", ""Bake at about 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=726371,Gathered,"[""macaroni"", ""cheese"", ""tomatoes""]",Everyday,Other
6291,Seven-Minute Frosting,"[""1 1/2 cups sugar"", ""2 tablespoons light corn syrup"", ""6 large egg whites"", ""1 teaspoon pure vanilla extract""]","[""In the heatproof bowl of an electric mixer set over a saucepan of simmering water, combine sugar, corn syrup, 1/4 cup water, and the egg whites."", ""Cook over medium heat, stirring frequently, until the mixture registers 160F on an instant-read thermometer, about 2 minutes."", ""Attach the bowl to the mixer fitted with the whisk attachment."", ""Beat the mixture on high speed until glossy and voluminous, about 5 minutes."", ""Beat in the vanilla."", ""Use immediately.""]",www.epicurious.com/recipes/food/views/seven-minute-frosting-390218,Recipes1M,"[""sugar"", ""light corn syrup"", ""egg whites"", ""vanilla""]",Everyday,Vanilla/Cream
6299,Quick Fancy Cranberry Biscuit Ring,"[""12 cup cranberry-orange relish"", ""1 tablespoon light corn syrup"", ""4 tablespoons butter or 4 tablespoons margarine, melted"", ""12 cup brown sugar"", ""1 teaspoon ground cinnamon"", ""15 ounces refrigerated buttermilk biscuits (2 packages)""]","[""Preheat oven to 375 degrees Fahrenheit."", ""Grease 6 1/2-cup ring mold."", ""In saucepan, combine cranberry relish and corn syrup; heat just to boiling."", ""Spoon mixture into greased 6 1/2-cup ring mold."", ""Combine butter or margarine, brown sugar and cinnamon."", ""Spread one side of each biscuit iwth some of the brown sugar mixture."", ""Place biscuites on edge in ring mold."", ""Bake for 25 minutes."", ""Allow to cool in pan 3 minutes."", ""Invert onto serving plate."", ""Makes 20 rolls.""]",www.food.com/recipe/quick-fancy-cranberry-biscuit-ring-335842,Recipes1M,"[""cranberry-orange relish"", ""light corn syrup"", ""butter"", ""brown sugar"", ""ground cinnamon"", ""buttermilk""]",Everyday,Citrus
6303,Low-Fat Orange Cheesecake,"[""2 cups plain yogurt"", ""1 3/4 cups graham cracker crumbs"", ""2 teaspoons vanilla extract"", ""3/4 teaspoon ground cinnamon"", ""5 tablespoons low fat margarine melted"", ""1 cup orange juice"", ""1 1/2 teaspoons orange peel grated"", ""1 teaspoon lemon peel grated"", ""1/2 cup nonfat sour cream"", ""1/2 cup sugar"", ""1/2 cup all purpose flour"", ""2 eggs separated""]","[""Line strainer with three layers of cheesecloth. Set over large bowl. Add yogurt. Fold cheesecloth over yogurt. Place in refrigerator. Let yogurt drain overnight. Discard liquid."", ""Preheat oven to 350 . Mix graham cracker crumbs, vanilla extract and cinnamon in small bowl. Mix in margarine. Press mixture onto bottom and 1 inch up sides of 9-inch diameter springform pan. Bake crust 10 minutes."", ""Cool. Maintain oven temperature."", ""Boil orange juice and grated peels in small saucepan until reduced to 1/4 cup, about 9 minutes. Cool."", ""Mix drained yogurt, reduced orange juice mixture, sour cream, sugar, flour and yolks in medium bowl to blend. Beat egg whites in another medium bowl until stiff but not dry. Fold egg whites into sour cream mixture in 2 additions."", ""Pour filing into crust. Bake cheesecake until filling sets, about 30 minutes. Remove cake from oven. Cool on rack. Refrigerate cheesecake overnight."", ""Using small knife, cut around sides of cake to loosen. Release pan sides."", ""Transfer cake to platter.""]",www.yummly.com/recipe/Low-Fat-Orange-Cheesecake-1662374,Gathered,"[""plain yogurt"", ""graham cracker crumbs"", ""vanilla"", ""ground cinnamon"", ""margarine"", ""orange juice"", ""orange peel"", ""lemon peel"", ""nonfat sour cream"", ""sugar"", ""flour"", ""eggs""]",Everyday,Vanilla/Cream
6307,Rhubarb and Custard Ice Pops,"[""1 1/4 cups water"", ""1/2 cup granulated sugar"", ""14 ounces rhubarb, trimmed and roughly chopped"", ""1 3/4 cups whole milk"", ""Scant 1 cup heavy cream"", ""4 egg yolks"", ""2/3 cup granulated sugar"", ""2 teaspoons vanilla extract"", ""A pinch of salt""]","[""Put the water and sugar in a medium saucepan and bring to a simmer."", ""Simmer until the sugar has dissolved."", ""Add the rhubarb and simmer for an additional 10 minutes, or until the rhubarb has broken down."", ""Remove the pan from the heat.""]",www.foodrepublic.com/recipes/rhubarb-and-custard-ice-pops-recipe/,Recipes1M,"[""water"", ""granulated sugar"", ""rhubarb"", ""milk"", ""heavy cream"", ""egg yolks"", ""granulated sugar"", ""vanilla"", ""salt""]",Everyday,Vanilla/Cream
6310,Habanero Surprise Muffins,"[""1 cup all-purpose flour"", ""1 cup yellow cornmeal"", ""2 tablespoons or 1/3 cup sugar"", ""2 1/2 teaspoons baking powder"", ""3/4 teaspoon salt"", ""2 large eggs"", ""1 cup buttermilk"", ""About 1/4 cup (1/8 lb.) cooled melted butter or margarine"", ""1/2 cup habanero or jalapeno jelly""]","[""In a bowl, mix flour, cornmeal, sugar, baking powder, and salt. In another bowl, beat eggs to blend with buttermilk and 1/4 cup butter. Pour liquids into flour mixture and stir just until evenly moistened."", ""Spoon half the batter equally into 12 buttered 2 1/2-inch muffin cups. Top each portion with 2 teaspoons habanero or jalapeno jelly. Fill cups equally with remaining batter."", ""Bake in a 400\u00b0 oven until muffins spring back when lightly pressed in center and are lightly browned, 20 to 25 minutes. Serve hot or cool.""]",www.myrecipes.com/recipe/habanero-surprise-muffins,Gathered,"[""flour"", ""yellow cornmeal"", ""sugar"", ""baking powder"", ""salt"", ""eggs"", ""buttermilk"", ""butter""]",Everyday,Other
6311,Richard'S Chocolate Chip Pie,"[""1/2 c. flour"", ""1 c. sugar"", ""2 eggs"", ""1 c. pecans, chopped"", ""2 tsp. vanilla"", ""1 c. (6 oz. pkg.) chocolate chips"", ""1 stick margarine, melted"", ""1 unbaked 9-inch deep-dish pie shell""]","[""Mix sugar and flour together."", ""Add eggs, vanilla and melted margarine and stir well."", ""Stir in chocolate chips and pecans. Pour into pie shell and bake at 325\u00b0 for 50 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1016487,Gathered,"[""flour"", ""sugar"", ""eggs"", ""pecans"", ""vanilla"", ""chocolate chips"", ""margarine"", ""shell""]",Everyday,Chocolate
6322,Banana- Chocolate Chip Peanut Butter Bars,"[""2 bananas, mashed"", ""34 cup peanut butter, reduced fat"", ""2 cups quick oats"", ""14 cup margarine, softened"", ""12 cup Splenda sugar substitute"", ""12 cup brown sugar, I use 1/4 cup Splenda brown sugar blend"", ""34 teaspoon vanilla extract"", ""1 teaspoon baking soda"", ""12 cup chocolate chips, semi-sweet""]","[""Pre-heat the oven to 350F degrees."", ""In a large mixing bowl, combine margarine, brown sugar, Splenda and mashed bananas and blend together."", ""Stir in vanilla."", ""Then carefully stir in peanut butter until it is evenly mixed."", ""Sprinkle the baking soda over the entire mixture, blend in the oatmeal and chocolate chips."", ""Pour into a coated 8 x 8 baking pan and bake for 30 minutes."", ""The top should be nice and brown and center will still be slightly moist."", ""Allow to cool before serving.""]",www.food.com/recipe/banana-chocolate-chip-peanut-butter-bars-438720,Recipes1M,"[""bananas"", ""peanut butter"", ""oats"", ""margarine"", ""Splenda sugar substitute"", ""brown sugar"", ""vanilla"", ""baking soda"", ""chocolate chips""]",Everyday,Chocolate
6327,Spiced Carrot Cake With Cream Cheese Frosting,"[""Cake:"", ""4.6 ounces brown rice flour (about 1 cup)"", ""2.6 ounces white rice flour (about 1/2 cup)"", ""1.05 ounces tapioca flour (about 1/4 cup)"", ""1 teaspoon xanthan gum"", ""1 teaspoon baking soda"", ""1 teaspoon baking powder"", ""1 teaspoon ground cinnamon"", ""1/2 teaspoon salt"", ""1/2 teaspoon ground ginger"", ""1/4 teaspoon ground nutmeg"", ""1/2 cup granulated sugar"", ""1/2 cup packed brown sugar"", ""1/4 cup canola oil"", ""1/4 cup applesauce"", ""1/2 teaspoon vanilla extract"", ""2 large eggs"", ""2 cups shredded carrot (about 8 ounces)"", ""1/2 cup raisins"", ""1/4 cup chopped pecans"", ""Cooking spray"", ""Frosting:"", ""2 tablespoons butter, softened"", ""1 teaspoon vanilla extract"", ""1 (8-ounce) block 1/3-less-fat cream cheese"", ""2 cups powdered sugar""]","[""Preheat oven to 350\u00b0."", ""To prepare cake, weigh or lightly spoon flours into dry measuring cups; level with a knife. Combine flours, xanthan gum, and next 6 ingredients (through nutmeg) in a medium bowl; stir with a whisk. Place granulated and brown sugars, oil, applesauce, 1/2 teaspoon vanilla, and eggs in a large bowl; beat with a mixer at medium speed until blended. Gradually add flour mixture, beating at low speed until smooth. Fold in carrot, raisins, and pecans."", ""Pour batter into an 11 x 7-inch metal baking pan coated with cooking spray. Bake at 350\u00b0 for 35 minutes or until a wooden pick comes out clean. Cool completely in pan on a wire rack."", ""To prepare frosting, combine butter, 1 teaspoon vanilla, and cream cheese in a medium bowl; beat with a mixer at medium speed until blended. Gradually add powdered sugar, beating until smooth. Spread frosting over top of cake. Store cake, loosely covered, in refrigerator.""]",www.myrecipes.com/recipe/spiced-carrot-cake-cream-cheese-frosting,Gathered,"[""brown rice flour"", ""white rice"", ""flour"", ""xanthan gum"", ""baking soda"", ""baking powder"", ""ground cinnamon"", ""salt"", ""ground ginger"", ""ground nutmeg"", ""granulated sugar"", ""brown sugar"", ""canola oil"", ""applesauce"", ""vanilla"", ""eggs"", ""carrot"", ""raisins"", ""pecans"", ""Cooking spray"", ""Frosting"", ""butter"", ""vanilla"", ""cream cheese"", ""powdered sugar""]",Everyday,Vanilla/Cream
6334,Amazingly Fluffy Waffles,"[""1 1/2 cups flour shifted"", ""3 teaspoons baking powder"", ""1/2 teaspoon salt"", ""2 teaspoons sugar"", ""2 cups milk"", ""2 eggs separated"", ""1/4 cup butter or margarine, melted""]","[""Grease and heat waffle iron as directed by manufacturer."", ""In a large bowl, stir flour, baking powder, salt, and sugar."", ""Individually add milk, beaten egg yolks, and butter."", ""Beat egg whites until stiff. Gently fold into mixture."", ""When waffle iron is heated, pour some mixture into center and spread to within 1 inch of edge. Bake as directed. ."", ""When cooked, loosen from waffle iron and serve immediately""]",www.yummly.com/recipe/Amazingly-Fluffy-Waffles-1645773,Gathered,"[""flour"", ""baking powder"", ""salt"", ""sugar"", ""milk"", ""eggs"", ""butter""]",Everyday,Other
6340,"Spinach, Rice & Feta Pie","[""2 teaspoons butter"", ""3/4 cup onion, chopped"", ""2 teaspoons all-purpose flour"", ""1/2 teaspoon salt"", ""1/4 teaspoon pepper"", ""1 1/2 cups skim milk"", ""2 cups long-grain rice, cooked"", ""3 ounces feta cheese, crumbled"", ""1 large egg, lightly beaten"", ""2 large egg whites"", ""10 ounces frozen chopped spinach, thawed and drained"", ""olive oil flavored cooking spray"", ""2 tablespoons parmesan cheese, grated""]","[""Preheat oven to 400 degrees."", ""Melt butter in a large skillet over medium heat."", ""Add chopped onion and saute for 3 minutes."", ""Stir in flour, salt and pepper."", ""Gradually add milk, stirring with a whisk until well blended."", ""Bring mixture to a simmer and cook for 1 minute or until slightly thick, stirring constantly."", ""Remove skillet from heat and stir in the cooked rice, feta cheese, egg, egg whites and spinach."", ""Pour mixture into a 9 inch pie plate coated with cooking spray."", ""Sprinkle Parmesan cheese over pie."", ""Bake for 35 minutes or until set."", ""Broil for 2 minutes or until pie is golden brown.""]",www.food.com/recipe/spinach-rice-feta-pie-204852,Gathered,"[""butter"", ""onion"", ""flour"", ""salt"", ""pepper"", ""milk"", ""long-grain rice"", ""feta cheese"", ""egg"", ""egg whites"", ""spinach"", ""olive oil"", ""parmesan cheese""]",Everyday,Vanilla/Cream
6347,Watergate Cake,"[""1 box white cake mix"", ""1 box instant pistachio pudding"", ""3 eggs"", ""1 c. Crisco oil"", ""1 c. soda water"", ""1/2 c. nuts""]","[""Mix all ingredients together and bake at 350\u00b0 for 1 hour."", ""Use 9 x 12-inch cake pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=201830,Gathered,"[""white cake mix"", ""eggs"", ""Crisco oil"", ""soda water"", ""nuts""]",Everyday,Vanilla/Cream
6348,Fig And Pecan Cake,"[""3 c. self-rising flour"", ""1/2 tsp. baking soda"", ""3 eggs"", ""1/2 c. oil"", ""1 c. sugar"", ""1 c. pecans, chopped"", ""2 c. fig preserves""]","[""Mix ingredients in a large bowl, one at a time."", ""Add the pecans last."", ""In a buttered tube pan, cook for 45 minutes at 300\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=389820,Gathered,"[""flour"", ""baking soda"", ""eggs"", ""oil"", ""sugar"", ""pecans"", ""preserves""]",Everyday,Nutty
6349,Multi-Media Krispie Treats,"[""8 tablespoons butter"", ""16 ounces marshmallows"", ""12 cup peanut butter"", ""8 cups Rice Krispies"", ""1 teaspoon vanilla"", ""12 cup coarsely chopped nuts (walnuts, pecans,etc)"", ""34 cup dry roasted peanuts"", ""1 -1 12 cup butterscotch chips""]","[""Melt butter and peanut butter in large pan."", ""As both melt, blend marshmallows in with wire whisk over low heat till marshmallows are melted."", ""Stir in vanilla."", ""Remove from heat and gently stir in Rice Krispies, nuts and peanuts."", ""(i like a wooden spoon) As treats begin to cool, stir in butterscotch chips and spread in a greased 9x13 pan."", ""cool slightly and cut into squares.""]",www.food.com/recipe/multi-media-krispie-treats-301521,Recipes1M,"[""butter"", ""marshmallows"", ""peanut butter"", ""Rice Krispies"", ""vanilla"", ""nuts"", ""peanuts"", ""butterscotch chips""]",Everyday,Vanilla/Cream
6369,Andes Brownies,"[""1 cup butter, melted"", ""1 cup cocoa"", ""2 cups sugar"", ""4 eggs"", ""1-1/2 tsp. vanilla"", ""1-1/3 cup flour"", ""1 tsp. baking powder"", ""1/2 tsp. salt"", ""3/4 cup Andes mints, chopped"", ""3/4 cup chocolate chips"", ""Amaretto,"", ""any chocolate, almond"", ""coffee liquer""]","[""Melt butter."", ""Stir in cocoa and sugar while hot, stir until sugar is slightly dissolved and looks smooth."", ""Off the heat, stir in eggs and vanilla."", ""Blend in flour, baking powder, and salt."", ""Mix thoroughly until smooth."", ""Now for the fun part."", ""Add between 1/2 and 1 cup each chopped Andes mints and chocolate chips."", ""Attempt to mix thoroughly."", ""Spread batter in a greased and cocoa dusted 13x9x2-inch pan."", ""Firmly grasp the bottle of your favourite liqueur, placing one thumb lightly over the bottle opening."", ""Splash this thoroughly over the batter until it looks like a field that's just been rained on; puddly in places, dry in others."", ""(I don't know how much I use; go with what you think is enough.)"", ""Bake at 350F for 30-35 minutes, do not expect them to look done."", ""These are best given a little time to cool so the chocolate can set again."", ""For even more decadence, sprinkle the just done brownies with chocolate chips and sliced almonds or whatever nuts you like and put back into the oven just long enough to warm them onto the surface.""]",www.foodgeeks.com/recipes/1333,Recipes1M,"[""butter"", ""cocoa"", ""sugar"", ""eggs"", ""vanilla"", ""flour"", ""baking powder"", ""salt"", ""Andes mints"", ""chocolate chips"", ""chocolate"", ""coffee liquer""]",Everyday,Chocolate
6375,Walnut Cake,"[""2 c. sugar"", ""1 1/2 c. oil"", ""4 eggs"", ""3 c. flour"", ""1 jar or can nut filling (Baker's)"", ""1 c. chopped nuts"", ""1 tsp. vanilla"", ""1/2 tsp. salt"", ""1 1/2 tsp. baking soda"", ""1 large can milk""]","[""Beat all ingredients together in large bowl for 3 minutes. Bake at 350\u00b0 for 1 hour and 10 minutes."", ""Use an angel food pan that the bottom comes out."", ""Do not grease pan."", ""Leave in pan for 1 hour to cool."", ""Loosen edges and remove."", ""Can be sliced thin as nut bread or cut slices in quarters as cookies.""]",www.cookbooks.com/Recipe-Details.aspx?id=296460,Gathered,"[""sugar"", ""oil"", ""eggs"", ""flour"", ""nut filling"", ""nuts"", ""vanilla"", ""salt"", ""baking soda"", ""milk""]",Everyday,Vanilla/Cream
6388,Easier Caramel Brownies,"[""20 ounces brownie mix (i use ghiradelli double chocolate)"", ""13 cup oil"", ""1 egg"", ""13 cup water"", ""7 ounces Kraft caramels"", ""3 tablespoons evaporated milk"", ""1 cup pecans (or walnuts)""]","[""Mix brownie mix according to package (the oil, egg and water was what mine called for) adding nuts."", ""spread half into a greased 9x9 square pan."", ""bake at 325 for 20 minutes."", ""meanwhile, melt caramels over med-low heat with evaporated milk until smooth."", ""pour over partially baked brownie, spread remaining batter over it and bake 30 more minutes or until done."", ""cool 30 minutes and refrigerate 1 hour."", ""serve at room temp."", ""great with ice cream!""]",www.food.com/recipe/easier-caramel-brownies-415585,Recipes1M,"[""brownie mix"", ""oil"", ""egg"", ""water"", ""caramels"", ""milk"", ""pecans""]",Everyday,Chocolate
6389,Versatile Crumble,"[""170 grams Cake flour"", ""70 grams Whole wheat flour"", ""100 grams Unsalted butter"", ""100 grams Raw cane sugar""]","[""Cut the butter into about 1.5 cm cubes."", ""Sift the cake flour and whole wheat flour into a bowl and add the cubed butter."", ""Mix the butter with the flour, whilst cutting up the butter with a knife."", ""Once the butter is in relatively small pieces, move onto the next step."", ""Rub the butter into the flour with both hands to form a crumbly texture."", ""Sprinkle in the raw cane sugar, and continue to rub the mixture with your hands until it is all mixed."", ""It's perfect if the crumble can form a ball if you squeeze it."", ""Place in a resealable bag and store in the freezer, where it will keep for about 1 month.""]",cookpad.com/us/recipes/151764-versatile-crumble,Recipes1M,"[""flour"", ""Whole wheat flour"", ""butter"", ""cane sugar""]",Everyday,Other
6390,Chocolate Cake(Aunt Nettie'S),"[""4 Tbsp. butter, melted"", ""1 c. sugar"", ""1 1/2 c. flour"", ""1 egg"", ""2 tsp. baking powder"", ""4 Tbsp. cocoa"", ""3/4 c. milk""]","[""Mix together and put in two round tins."", ""Bake at 350\u00b0 for 20 minutes or less."", ""Frost with chocolate frosting.""]",www.cookbooks.com/Recipe-Details.aspx?id=825399,Gathered,"[""butter"", ""sugar"", ""flour"", ""egg"", ""baking powder"", ""cocoa"", ""milk""]",Everyday,Chocolate
6398,Barefoot Contessa'S Outrageous Oreo Crunch Brownies,"[""2 cups butter"", ""1 lb semi-sweet chocolate chips (original recipe calls for 28 oz., I feel that is too much but I will leave that up to you)"", ""6 ounces unsweetened chocolate, chopped"", ""6 large eggs"", ""3 tablespoons instant coffee granules"", ""2 tablespoons vanilla"", ""2 1/4 cups sugar"", ""1 cup flour"", ""1/4 cup flour"", ""1 tablespoon baking powder"", ""1 teaspoon salt"", ""4 cups chopped Oreo cookies (50 cookies)""]","[""Preheat oven to 350\u00b0."", ""Butter and flour an 11\"" X 17\"" pan (I used a 9 X 13 and had thicker brownies)."", ""In a heat-proof medium bowl set over a saucepan of simmering water, heat butter, chocolate chips and unsweetened chocolate until melted and smooth. Allow to cool slightly."", ""In a large bowl, whisk eggs, coffee, vanilla and sugar."", ""Blend chocolate mixture into egg mixture; cool to room temperature."", ""In a medium bowl, sift together one cup flour, baking powder and salt."", ""Add flour mixture to chocolate mixture. In a small bowl, stir Oreos and remaining 1/4 cup flour."", ""Add Oreo mixture to chocolate mixture."", ""Pour batter into baking pan and smooth top with a rubber spatula."", ""Bake 35 minutes or until a toothpick inserted 3-inches from center comes out clean; do not overbake."", ""Allow to cool. refrigerate, tightly wrapped, until cold; cut into squares."", ""Share them with your friends and they will be forever indebted to you!""]",www.food.com/recipe/barefoot-contessas-outrageous-oreo-crunch-brownies-137710,Gathered,"[""butter"", ""semi-sweet chocolate chips"", ""chocolate"", ""eggs"", ""coffee granules"", ""vanilla"", ""sugar"", ""flour"", ""flour"", ""baking powder"", ""salt"", ""Oreo cookies""]",Everyday,Chocolate
6400,Blue Moon Ice Cream,"[""1/2 cup milk"", ""1/2 cup sugar"", ""1/4 teaspoon salt"", ""1/2 cup half-and-half"", ""1/2 teaspoon vanilla extract or 1/2 teaspoon vanilla oil"", ""1 1/2 cups whipping cream"", ""1/8 teaspoon blue food coloring"", ""3 teaspoons vanilla pudding mix"", ""1 teaspoon raspberry flavored oil or 1 cup frozen raspberries, pureed"", ""1 teaspoon lemon flavored oil or 1 teaspoon lemon extract""]","[""1/2 Cup of milk scalded in pan."", ""add 1/2 cup of sugar and 1/4 tsp of salt. stir till dissolved."", ""add 1/2 cup of half and half."", ""add 11/2 cups of heavy whipping cream."", ""add vanilla, raspberry, lemon flavoring."", ""add blue food coloring."", ""chill in fridge till very cold."", ""put in ice cream machine!""]",www.food.com/recipe/blue-moon-ice-cream-123818,Gathered,"[""milk"", ""sugar"", ""salt"", ""vanilla"", ""whipping cream"", ""coloring"", ""vanilla pudding mix"", ""raspberry flavored oil"", ""lemon flavored oil""]",Everyday,Vanilla/Cream
6410,Mississippi Mud Cake,"[""4 eggs"", ""2 c. sugar"", ""1 c. butter, melted"", ""1 1/2 c. flour"", ""1/3 c. unsweetened cocoa"", ""1 tsp. vanilla"", ""1 c. flaked coconut"", ""1/2 c. chopped pecans"", ""1 (7 oz.) jar marshmallow cream"", ""1 c. chopped nuts""]","[""Grease and flour 13 x 9-inch baking pan."", ""Preheat oven to 350\u00b0."", ""Beat eggs until thick."", ""Beat in sugar."", ""Combine melted butter with flour, cocoa, vanilla, coconut and pecans."", ""Add to egg mixture."", ""Bake 30 minutes or until done."", ""Remove from oven. Spread on marshmallow cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=281934,Gathered,"[""eggs"", ""sugar"", ""butter"", ""flour"", ""unsweetened cocoa"", ""vanilla"", ""flaked coconut"", ""pecans"", ""marshmallow cream"", ""nuts""]",Everyday,Chocolate
6416,Decadent Apple Cake,"[""4 cups chopped apples"", ""2 1/4 cups sugar"", ""1 cup brown sugar"", ""2 teaspoons baking soda"", ""1 cup oil"", ""2 beaten eggs"", ""3 cups flour"", ""2 teaspoons cinnamon"", ""1/2 teaspoon salt"", ""1 teaspoon vanilla"", ""1/2 cup butter or 1/2 cup oleo"", ""1/4 cup finely chopped pecans (optional)""]","[""In bowl, mix together apples, 2 cups sugar, 2 teaspoons baking soda. Let stand 30 minutes."", ""Add 1 cup oil, 2 beaten eggs, 3 cups flour, 1 teaspoon cinnamon, 2/3 teaspoons salt, and 2 teaspoons vanilla. Stir and pour into either 9 X 13 pan or 11 X 15 pan."", ""For topping, mix together 1 rounded teaspoon cinnamon, 1 cup brown sugar, and 1/4 cup sugar. Sprinkle on the dough."", ""Drizzle one stick of melted butter or oleo over topping."", ""If desired, top with chopped fine pecans."", ""Bake at 350 degrees for 45 minutes.""]",www.food.com/recipe/decadent-apple-cake-410398,Gathered,"[""apples"", ""sugar"", ""brown sugar"", ""baking soda"", ""oil"", ""eggs"", ""flour"", ""cinnamon"", ""salt"", ""vanilla"", ""butter"", ""pecans""]",Everyday,Vanilla/Cream
6422,Self-Filled Cupcakes I,"[""1 (8 ounce) package cream cheese, softened"", ""1/2 cup white sugar"", ""1 egg"", ""1 cup semisweet chocolate chips"", ""1 (18.25 ounce) package chocolate cake mix""]","[""Preheat the oven to 350 degrees F (175 degrees C), or to the temperature recommended on the cake mix package."", ""Prepare chocolate cake mix according to package directions, but do not bake. In separate bowl cream together cream cheese and sugar until smooth. Beat in the egg until well blended, then stir in chocolate chips."", ""Line cupcake tins with cupcake papers. Fill 2/3 full with chocolate cake batter. Add 1 teaspoon cream cheese mixture to the center, and top with more cake batter."", ""Bake according to package directions for cupcakes. Cool and frost with chocolate or cream cheese frosting.""]",www.allrecipes.com/recipe/7717/self-filled-cupcakes-i/,Gathered,"[""cream cheese"", ""white sugar"", ""egg"", ""chocolate chips"", ""chocolate cake""]",Everyday,Chocolate
